grid_id,population,median_income,avg_age,household_size,employment_rate,education_index,urbanization_level,internet_penetration,smartphone_adoption
cell_12015,3724,742202,31.9,3.86,0.733,0.798,1.0,0.871,0.838
cell_12016,5817,707312,31.1,3.85,0.69,0.832,0.99,0.821,0.815
cell_12017,4550,700598,31.5,3.98,0.698,0.77,0.984,0.816,0.827
cell_12018,4948,615672,30.4,4.22,0.681,0.773,0.983,0.853,0.825
cell_12019,5815,615389,33.0,4.22,0.702,0.773,0.989,0.863,0.84
cell_12020,5263,695884,32.5,3.96,0.731,0.826,0.985,0.815,0.814
cell_12021,4099,673943,33.4,3.97,0.712,0.816,0.981,0.825,0.838
cell_12022,9458,517920,28.4,4.47,0.611,0.631,1.0,0.7,0.685
cell_12023,7723,472479,28.7,4.87,0.623,0.603,1.0,0.704,0.669
cell_12024,7298,451734,27.8,4.53,0.634,0.635,0.981,0.719,0.665
cell_12025,9336,477749,29.8,4.66,0.638,0.642,0.987,0.685,0.666
cell_12026,7556,476451,29.1,4.83,0.608,0.602,0.993,0.712,0.664
cell_12027,7386,501118,27.8,4.71,0.597,0.66,0.998,0.694,0.675
cell_12028,7167,486899,27.8,4.47,0.62,0.641,0.992,0.707,0.657
cell_12029,7931,435414,30.3,4.74,0.625,0.619,1.0,0.711,0.651
cell_12030,7783,501717,28.8,4.46,0.646,0.656,1.0,0.677,0.684
cell_12031,6540,447603,29.5,4.54,0.641,0.645,1.0,0.724,0.675
cell_12032,8295,520120,30.3,4.54,0.61,0.617,0.999,0.709,0.67
cell_12033,7210,518122,28.1,4.72,0.608,0.628,0.98,0.718,0.695
cell_12034,6812,438944,27.8,4.63,0.599,0.612,0.998,0.699,0.659
cell_12035,8136,450381,28.8,4.48,0.641,0.61,1.0,0.679,0.658
cell_12036,7649,519136,28.5,4.51,0.604,0.653,1.0,0.674,0.692
cell_12037,9242,462237,28.0,4.47,0.643,0.612,0.986,0.69,0.659
cell_12038,8422,451536,28.0,4.6,0.648,0.625,0.981,0.687,0.661
cell_12039,9422,524561,28.2,4.8,0.595,0.634,0.994,0.679,0.654
cell_12040,8300,527097,27.6,4.77,0.621,0.606,0.989,0.696,0.682
cell_12041,8061,458266,29.9,4.49,0.64,0.619,1.0,0.716,0.648
cell_12042,8631,449421,30.2,4.61,0.596,0.629,1.0,0.681,0.684
cell_12043,6599,487034,30.0,4.66,0.592,0.626,1.0,0.687,0.681
cell_12044,9164,478472,30.0,4.52,0.635,0.619,0.991,0.682,0.678
cell_12045,7865,437324,29.5,4.7,0.609,0.64,1.0,0.691,0.682
cell_12046,8767,446778,27.7,4.73,0.621,0.61,0.98,0.696,0.666
cell_12047,8193,449909,30.3,4.38,0.64,0.651,0.989,0.692,0.692
cell_12048,9392,510765,29.0,4.36,0.622,0.6,0.993,0.679,0.666
cell_12049,7224,435245,28.5,4.54,0.602,0.659,0.992,0.706,0.658
cell_12050,9327,507563,28.0,4.52,0.602,0.643,1.0,0.727,0.692
cell_12051,5939,669393,32.3,4.28,0.704,0.784,0.984,0.811,0.809
cell_12052,5824,688824,31.9,4.27,0.72,0.779,1.0,0.832,0.758
cell_12053,6219,717499,29.5,3.88,0.743,0.803,0.984,0.836,0.769
cell_12054,5118,778187,29.6,3.92,0.729,0.819,1.0,0.838,0.792
cell_12055,4510,674242,30.8,4.33,0.718,0.809,0.99,0.813,0.805
cell_12056,4389,729277,31.6,4.07,0.736,0.787,1.0,0.805,0.779
cell_12057,4076,786776,31.2,3.91,0.697,0.79,1.0,0.792,0.787
cell_12058,4653,751972,31.8,3.99,0.693,0.818,0.985,0.83,0.805
cell_12059,5873,707803,29.8,4.14,0.716,0.792,1.0,0.816,0.819
cell_12060,4531,666180,29.7,4.08,0.72,0.772,1.0,0.814,0.761
cell_12061,4503,739421,32.1,3.94,0.691,0.797,1.0,0.81,0.779
cell_12062,4573,718881,31.1,3.93,0.69,0.757,1.0,0.834,0.778
cell_12063,6270,722636,32.3,4.16,0.688,0.761,1.0,0.802,0.759
cell_12064,4282,777269,31.6,3.87,0.678,0.743,1.0,0.839,0.805
cell_12065,5512,769741,31.4,4.19,0.702,0.786,0.994,0.834,0.78
cell_12066,6634,684441,32.0,3.9,0.693,0.762,1.0,0.847,0.777
cell_12067,4986,702769,31.2,4.19,0.703,0.804,1.0,0.805,0.782
cell_12068,6014,720106,30.2,4.12,0.68,0.772,1.0,0.816,0.812
cell_12069,4164,753630,31.8,4.17,0.74,0.782,1.0,0.805,0.797
cell_12070,5926,764478,30.7,3.99,0.694,0.804,1.0,0.801,0.782
cell_12071,4937,698056,31.4,3.93,0.723,0.764,1.0,0.792,0.813
cell_12072,5569,650281,32.3,4.27,0.706,0.779,0.992,0.809,0.789
cell_12073,4121,765582,30.6,4.34,0.681,0.814,1.0,0.807,0.775
cell_12074,5543,723785,32.4,3.96,0.687,0.758,0.989,0.833,0.769
cell_12075,4978,786741,31.1,4.03,0.677,0.786,0.993,0.83,0.819
cell_12076,4914,744921,31.3,4.21,0.701,0.751,0.98,0.813,0.809
cell_12077,4797,693836,31.5,4.31,0.735,0.79,0.989,0.844,0.817
cell_12078,5880,773466,31.9,4.16,0.744,0.76,1.0,0.789,0.787
cell_12079,5220,756239,31.8,4.17,0.738,0.776,0.988,0.83,0.818
cell_12080,6029,772703,29.5,3.89,0.714,0.808,0.995,0.846,0.781
cell_12081,4873,711619,30.9,4.09,0.695,0.771,1.0,0.788,0.793
cell_12082,4793,702505,30.9,4.25,0.722,0.814,0.99,0.813,0.772
cell_12083,5090,742638,31.0,3.93,0.715,0.781,1.0,0.817,0.764
cell_12084,4853,686821,31.5,4.18,0.744,0.791,0.992,0.822,0.799
cell_12085,5350,765884,31.4,3.94,0.697,0.816,0.994,0.842,0.767
cell_12086,5354,786438,29.6,4.14,0.687,0.791,1.0,0.807,0.784
cell_12087,4785,734881,31.4,4.3,0.681,0.778,0.992,0.803,0.78
cell_12088,5371,660200,30.7,3.99,0.695,0.776,1.0,0.842,0.789
cell_12089,5107,686397,29.9,4.31,0.728,0.801,1.0,0.788,0.772
cell_12090,5688,754954,30.1,3.89,0.733,0.759,0.989,0.813,0.793
cell_12091,6100,756948,31.1,3.92,0.684,0.751,1.0,0.84,0.764
cell_12092,4735,693421,29.5,4.07,0.735,0.749,0.983,0.83,0.807
cell_12093,5528,746213,30.9,4.25,0.697,0.762,0.99,0.799,0.814
cell_12094,5688,775222,29.9,3.87,0.743,0.757,0.995,0.796,0.818
cell_12095,5171,771975,32.3,4.08,0.714,0.781,1.0,0.803,0.795
cell_12096,5073,766640,29.5,4.28,0.706,0.789,0.99,0.853,0.797
cell_12097,6324,774146,30.3,4.17,0.7,0.805,1.0,0.801,0.805
cell_12098,5309,668616,30.4,3.94,0.737,0.806,1.0,0.837,0.784
cell_12099,6299,778464,31.0,3.99,0.721,0.794,1.0,0.813,0.791
cell_12100,4904,714874,30.0,4.1,0.699,0.792,1.0,0.814,0.811
cell_12101,5036,709824,30.6,3.97,0.692,0.777,1.0,0.823,0.795
cell_12102,5172,702775,32.1,3.88,0.711,0.783,1.0,0.837,0.787
cell_12103,5409,696892,32.4,4.01,0.688,0.784,1.0,0.838,0.786
cell_12104,6043,751519,29.8,4.15,0.741,0.756,1.0,0.814,0.767
cell_12105,5914,649836,32.0,4.12,0.719,0.785,0.996,0.796,0.804
cell_12106,6073,736508,29.6,4.06,0.682,0.788,0.988,0.849,0.768
cell_12107,5855,692416,31.9,4.33,0.685,0.806,1.0,0.837,0.776
cell_12108,4885,663182,30.4,3.98,0.708,0.785,0.992,0.833,0.759
cell_12109,4245,665562,31.6,3.77,0.731,0.821,0.98,0.83,0.806
cell_12110,4980,711209,33.2,4.11,0.69,0.798,0.982,0.835,0.83
cell_12111,5462,648810,30.7,3.98,0.699,0.81,0.984,0.809,0.826
cell_12112,4498,726149,31.5,3.99,0.674,0.838,1.0,0.823,0.839
cell_12113,4512,634436,31.8,4.23,0.695,0.816,1.0,0.848,0.796
cell_12114,4211,740771,33.3,4.07,0.671,0.823,1.0,0.857,0.789
cell_12115,4924,672330,31.2,4.07,0.707,0.802,0.994,0.858,0.814
cell_12116,5678,740228,32.8,3.83,0.691,0.82,0.985,0.852,0.799
cell_12117,4509,624240,32.6,3.96,0.707,0.767,0.998,0.859,0.824
cell_12118,4351,692200,32.6,4.03,0.718,0.79,0.996,0.87,0.837
cell_12119,4052,689177,32.2,3.8,0.729,0.822,1.0,0.853,0.788
cell_12120,4356,746416,30.8,4.03,0.719,0.793,1.0,0.818,0.791
cell_12121,5307,687912,33.3,3.94,0.716,0.818,0.999,0.862,0.812
cell_12122,4224,705880,32.5,4.2,0.675,0.775,0.999,0.83,0.787
cell_12123,4635,713809,33.3,3.91,0.697,0.771,0.985,0.807,0.789
cell_12124,4587,696499,32.2,3.78,0.701,0.796,1.0,0.867,0.821
cell_12125,4824,692475,32.1,4.23,0.716,0.782,1.0,0.842,0.788
cell_12126,5172,622773,31.7,3.99,0.684,0.783,0.985,0.854,0.781
cell_12127,4112,673010,32.9,3.9,0.726,0.829,0.996,0.862,0.797
cell_12128,4971,703673,31.2,3.77,0.717,0.785,0.984,0.826,0.806
cell_12129,3844,657336,32.0,4.14,0.72,0.773,0.999,0.865,0.781
cell_12130,4736,724806,32.0,3.81,0.713,0.805,0.999,0.826,0.783
cell_12131,5763,739817,33.4,3.84,0.688,0.798,0.996,0.871,0.797
cell_12132,4272,681190,31.7,4.14,0.7,0.784,0.999,0.867,0.833
cell_12133,5150,693936,31.1,4.06,0.707,0.806,1.0,0.809,0.807
cell_12134,4617,643691,31.6,3.92,0.731,0.787,0.982,0.809,0.792
cell_12135,4660,703729,32.9,4.02,0.698,0.789,1.0,0.807,0.811
cell_12136,4128,708804,31.3,3.96,0.685,0.809,0.98,0.85,0.804
cell_12137,5502,681937,33.2,3.82,0.667,0.831,0.985,0.819,0.785
cell_12138,4899,727318,31.2,4.1,0.72,0.772,0.989,0.839,0.819
cell_12139,8780,527069,30.1,4.79,0.601,0.655,1.0,0.704,0.684
cell_12140,9693,490048,28.9,4.41,0.641,0.611,1.0,0.686,0.681
cell_12141,6635,501072,29.3,4.63,0.595,0.653,1.0,0.704,0.695
cell_12142,9122,452611,28.5,4.69,0.628,0.604,0.982,0.684,0.672
cell_12143,8498,456173,29.3,4.38,0.6,0.627,1.0,0.69,0.689
cell_12144,10083,474419,29.9,4.35,0.643,0.629,0.998,0.713,0.693
cell_12145,7586,494467,29.3,4.45,0.59,0.609,0.982,0.675,0.656
cell_12146,8059,453616,29.4,4.63,0.621,0.639,0.994,0.673,0.666
cell_12147,8638,440668,29.8,4.72,0.61,0.638,1.0,0.684,0.692
cell_12148,6807,471348,29.7,4.45,0.643,0.635,0.988,0.702,0.656
cell_12149,6864,488482,27.6,4.85,0.591,0.657,0.993,0.704,0.67
cell_12150,7425,444957,28.5,4.67,0.626,0.652,0.989,0.681,0.686
cell_12151,9465,445461,30.2,4.54,0.611,0.608,0.987,0.677,0.672
cell_12152,7172,497088,28.5,4.7,0.639,0.638,0.98,0.688,0.645
cell_12153,8779,509677,28.0,4.7,0.643,0.653,1.0,0.686,0.695
cell_12154,9191,520214,28.5,4.57,0.616,0.606,0.992,0.711,0.645
cell_12155,8724,502626,30.2,4.63,0.602,0.647,1.0,0.718,0.655
cell_12156,6796,449561,29.6,4.6,0.612,0.603,0.989,0.724,0.654
cell_12157,9218,459936,29.9,4.5,0.625,0.616,1.0,0.684,0.687
cell_12158,9240,492474,30.0,4.79,0.622,0.644,1.0,0.673,0.682
cell_12159,10251,437054,30.3,4.43,0.592,0.599,0.997,0.689,0.653
cell_12160,7113,453957,29.4,4.53,0.617,0.647,0.994,0.681,0.659
cell_12161,7619,494889,29.7,4.68,0.612,0.64,1.0,0.69,0.658
cell_12162,10229,457914,28.0,4.56,0.62,0.609,0.981,0.718,0.693
cell_12163,8152,474465,28.1,4.54,0.643,0.606,0.984,0.726,0.659
cell_12164,9131,455080,28.4,4.55,0.598,0.643,0.997,0.722,0.692
cell_12165,9475,477704,27.8,4.74,0.595,0.61,1.0,0.72,0.667
cell_12166,7956,518082,29.4,4.8,0.613,0.601,1.0,0.715,0.652
cell_12167,9667,518233,30.3,4.38,0.642,0.655,0.987,0.712,0.68
cell_12168,5607,682283,29.8,3.97,0.739,0.759,0.997,0.816,0.817
cell_12169,4734,764563,29.6,4.22,0.681,0.776,0.986,0.813,0.761
cell_12170,5057,674996,30.9,3.86,0.74,0.773,1.0,0.844,0.795
cell_12171,5150,779892,32.0,3.95,0.709,0.764,1.0,0.842,0.784
cell_12172,4578,698507,31.4,4.34,0.694,0.755,1.0,0.824,0.821
cell_12173,4489,699224,31.2,3.89,0.702,0.746,1.0,0.81,0.82
cell_12174,5312,651781,31.5,4.32,0.725,0.743,1.0,0.806,0.805
cell_12175,5374,651414,30.3,4.0,0.706,0.81,0.995,0.833,0.781
cell_12176,4819,683089,29.6,3.96,0.68,0.745,1.0,0.833,0.768
cell_12177,4004,753332,30.8,4.07,0.679,0.803,0.992,0.815,0.786
cell_12178,6304,695316,29.7,4.13,0.694,0.765,1.0,0.836,0.783
cell_12179,4932,744114,29.6,4.18,0.737,0.786,0.994,0.824,0.779
cell_12180,4247,684250,32.2,3.94,0.719,0.789,0.989,0.838,0.786
cell_12181,4802,669450,30.6,4.09,0.713,0.803,1.0,0.808,0.814
cell_12182,4319,731498,31.5,4.0,0.687,0.749,0.998,0.814,0.776
cell_12183,4221,747214,30.7,3.96,0.711,0.81,0.989,0.827,0.816
cell_12184,5786,649818,29.8,4.12,0.71,0.818,0.986,0.852,0.812
cell_12185,4706,665242,32.3,4.04,0.677,0.786,0.99,0.812,0.788
cell_12186,4701,689555,31.7,3.98,0.742,0.799,0.985,0.796,0.781
cell_12187,4025,751495,30.5,3.95,0.701,0.818,1.0,0.804,0.763
cell_12188,4292,679932,31.4,3.9,0.687,0.775,1.0,0.822,0.805
cell_12189,4255,776227,32.4,4.26,0.726,0.745,1.0,0.801,0.784
cell_12190,5481,790689,31.3,3.96,0.715,0.766,1.0,0.79,0.776
cell_12191,5752,768015,32.3,4.04,0.716,0.787,1.0,0.843,0.785
cell_12192,6039,791975,31.7,3.89,0.738,0.778,0.994,0.806,0.809
cell_12193,6072,656580,32.5,4.13,0.733,0.797,0.993,0.847,0.778
cell_12194,6705,654218,29.9,3.97,0.701,0.792,0.995,0.849,0.788
cell_12195,5524,709263,31.4,3.9,0.71,0.767,0.988,0.79,0.808
cell_12196,4302,672215,32.5,3.98,0.688,0.817,1.0,0.832,0.81
cell_12197,5376,791756,31.6,4.2,0.681,0.75,1.0,0.835,0.806
cell_12198,5965,664885,32.0,4.23,0.701,0.773,1.0,0.852,0.805
cell_12199,5174,720830,31.2,3.88,0.682,0.758,1.0,0.838,0.789
cell_12200,5644,780755,30.3,3.91,0.678,0.775,0.992,0.851,0.814
cell_12201,4413,661537,30.1,4.05,0.731,0.808,1.0,0.822,0.818
cell_12202,5407,667442,32.3,4.29,0.737,0.816,1.0,0.788,0.804
cell_12203,5829,760943,31.9,3.91,0.707,0.777,1.0,0.839,0.772
cell_12204,5366,768214,31.5,3.88,0.726,0.749,0.996,0.842,0.76
cell_12205,5504,702271,30.1,3.94,0.734,0.75,1.0,0.8,0.804
cell_12206,5122,779649,29.6,4.23,0.727,0.806,1.0,0.817,0.801
cell_12207,5492,651595,32.4,3.93,0.704,0.796,0.989,0.795,0.815
cell_12208,4765,773714,30.0,4.18,0.735,0.789,0.98,0.83,0.794
cell_12209,4978,738213,29.5,4.11,0.698,0.745,0.99,0.842,0.775
cell_12210,5317,689347,31.1,4.32,0.688,0.811,1.0,0.838,0.796
cell_12211,5117,709353,31.3,4.13,0.723,0.798,1.0,0.84,0.802
cell_12212,5590,658230,31.4,4.16,0.706,0.778,1.0,0.835,0.785
cell_12213,4247,752287,31.6,3.99,0.742,0.792,1.0,0.824,0.799
cell_12214,6411,708842,30.1,4.22,0.737,0.782,1.0,0.824,0.772
cell_12215,5036,673084,31.6,4.27,0.689,0.801,0.986,0.809,0.805
cell_12216,4368,765287,30.1,4.27,0.693,0.761,1.0,0.81,0.801
cell_12217,5133,758994,32.3,4.17,0.702,0.772,0.986,0.824,0.812
cell_12218,4441,650789,31.1,3.88,0.716,0.763,1.0,0.822,0.789
cell_12219,5539,785132,31.8,4.0,0.73,0.797,0.988,0.793,0.771
cell_12220,5123,762058,30.4,4.21,0.738,0.802,1.0,0.788,0.767
cell_12221,4929,788136,32.5,4.0,0.677,0.799,0.988,0.835,0.78
cell_12222,5244,671601,32.5,3.88,0.742,0.764,1.0,0.853,0.773
cell_12223,4473,678924,29.9,4.23,0.724,0.779,0.98,0.801,0.801
cell_12224,4752,671177,31.3,4.24,0.737,0.775,1.0,0.822,0.793
cell_12225,5550,696703,31.3,4.08,0.699,0.769,0.997,0.814,0.803
cell_12226,4839,635312,31.9,3.99,0.715,0.795,1.0,0.833,0.841
cell_12227,4449,728632,31.6,3.92,0.672,0.832,1.0,0.869,0.828
cell_12228,3690,735795,32.2,3.87,0.671,0.772,0.986,0.849,0.794
cell_12229,4663,719477,31.7,3.78,0.711,0.815,0.993,0.806,0.815
cell_12230,4637,681724,32.6,4.04,0.719,0.793,1.0,0.828,0.788
cell_12231,4328,741326,30.6,4.14,0.673,0.782,1.0,0.816,0.784
cell_12232,5588,628305,32.1,4.16,0.671,0.825,1.0,0.829,0.842
cell_12233,5186,734119,32.7,3.76,0.713,0.768,0.981,0.819,0.811
cell_12234,4549,684734,31.2,3.91,0.68,0.796,1.0,0.841,0.833
cell_12235,4316,681656,31.6,4.0,0.672,0.822,0.994,0.808,0.814
cell_12236,4324,662998,31.9,4.0,0.667,0.811,0.984,0.83,0.81
cell_12237,4832,723686,32.9,3.95,0.726,0.837,0.991,0.862,0.796
cell_12238,5212,719524,31.1,4.21,0.695,0.76,1.0,0.869,0.84
cell_12239,3933,658506,33.2,4.16,0.692,0.772,1.0,0.851,0.818
cell_12240,4775,616952,33.5,4.19,0.735,0.808,1.0,0.832,0.785
cell_12241,5028,661548,33.2,3.76,0.698,0.812,0.98,0.855,0.788
cell_12242,5552,631009,32.2,4.12,0.667,0.804,0.982,0.848,0.835
cell_12243,4541,744908,31.9,3.9,0.735,0.814,1.0,0.851,0.829
cell_12244,3842,616973,31.4,4.12,0.693,0.816,0.992,0.872,0.783
cell_12245,4982,711274,30.4,3.89,0.696,0.802,0.983,0.861,0.786
cell_12246,4586,679918,30.5,4.17,0.685,0.783,0.997,0.824,0.815
cell_12247,5075,627357,33.2,4.01,0.732,0.83,1.0,0.815,0.812
cell_12248,5591,683154,33.6,4.2,0.695,0.779,0.995,0.825,0.82
cell_12249,4445,651126,33.4,4.07,0.714,0.764,0.997,0.87,0.829
cell_12250,5675,639877,33.6,3.97,0.724,0.784,1.0,0.811,0.84
cell_12251,4559,612842,32.0,3.91,0.681,0.817,0.998,0.828,0.807
cell_12252,4433,634382,33.4,3.96,0.698,0.818,0.985,0.82,0.787
cell_12253,4850,709191,33.4,3.8,0.712,0.82,1.0,0.864,0.811
cell_12254,4453,698593,33.4,3.98,0.674,0.789,1.0,0.815,0.812
cell_12255,5600,681680,32.4,3.89,0.73,0.762,0.995,0.833,0.828
cell_12256,9076,459282,28.1,4.46,0.6,0.62,0.99,0.707,0.644
cell_12257,7994,463889,27.8,4.73,0.611,0.658,1.0,0.704,0.662
cell_12258,7538,497638,29.1,4.56,0.621,0.606,1.0,0.701,0.676
cell_12259,8379,477952,27.8,4.69,0.596,0.602,1.0,0.698,0.645
cell_12260,9257,441106,28.6,4.78,0.605,0.605,0.998,0.72,0.661
cell_12261,7883,471091,29.0,4.54,0.644,0.618,1.0,0.719,0.685
cell_12262,7449,485985,28.0,4.56,0.589,0.612,1.0,0.673,0.663
cell_12263,9891,446290,28.4,4.73,0.623,0.649,0.987,0.693,0.684
cell_12264,8476,450787,29.4,4.42,0.636,0.633,0.997,0.676,0.679
cell_12265,6771,447003,28.1,4.7,0.619,0.628,0.999,0.695,0.671
cell_12266,7086,441626,30.0,4.88,0.633,0.602,0.999,0.672,0.658
cell_12267,7242,473426,28.1,4.78,0.637,0.651,1.0,0.672,0.693
cell_12268,9199,518768,28.3,4.61,0.632,0.63,1.0,0.702,0.652
cell_12269,9454,481213,29.0,4.71,0.63,0.615,1.0,0.72,0.656
cell_12270,7673,449077,27.8,4.78,0.603,0.638,0.997,0.7,0.672
cell_12271,9239,448970,28.5,4.39,0.632,0.618,1.0,0.713,0.646
cell_12272,7691,499368,28.6,4.43,0.599,0.614,0.987,0.69,0.669
cell_12273,9549,501560,29.4,4.76,0.645,0.613,1.0,0.674,0.696
cell_12274,8607,491068,29.1,4.79,0.619,0.607,0.999,0.679,0.686
cell_12275,7291,442175,28.6,4.86,0.647,0.634,1.0,0.692,0.654
cell_12276,6825,474742,27.8,4.53,0.642,0.623,0.997,0.702,0.66
cell_12277,8005,455147,28.0,4.37,0.631,0.6,1.0,0.692,0.67
cell_12278,7700,492979,30.1,4.46,0.596,0.623,1.0,0.705,0.694
cell_12279,8313,458420,29.0,4.82,0.594,0.617,0.994,0.675,0.656
cell_12280,6929,434672,27.7,4.45,0.612,0.624,0.994,0.701,0.692
cell_12281,7187,497445,30.3,4.43,0.601,0.614,0.982,0.717,0.664
cell_12282,9127,442772,29.1,4.72,0.592,0.625,1.0,0.727,0.681
cell_12283,7356,488311,30.3,4.45,0.603,0.631,1.0,0.724,0.661
cell_12284,7759,502432,28.6,4.56,0.612,0.6,1.0,0.694,0.65
cell_12285,5682,721699,30.2,4.12,0.694,0.753,0.984,0.798,0.818
cell_12286,5196,757980,31.2,4.1,0.699,0.757,1.0,0.827,0.767
cell_12287,4884,722829,29.6,4.09,0.713,0.78,0.998,0.803,0.764
cell_12288,4849,702822,31.7,4.15,0.736,0.794,1.0,0.801,0.761
cell_12289,4300,655622,30.3,4.27,0.693,0.805,0.993,0.816,0.812
cell_12290,4648,699817,32.0,3.89,0.727,0.799,0.998,0.789,0.774
cell_12291,5357,725427,30.5,4.16,0.682,0.819,0.983,0.841,0.786
cell_12292,5220,727315,31.3,4.08,0.694,0.804,0.988,0.804,0.784
cell_12293,4830,776765,31.1,3.9,0.69,0.747,0.998,0.788,0.801
cell_12294,4346,650104,30.2,3.87,0.681,0.816,0.984,0.839,0.799
cell_12295,5528,716381,30.4,4.25,0.724,0.747,0.993,0.831,0.775
cell_12296,5075,677867,30.5,4.03,0.721,0.787,0.997,0.836,0.813
cell_12297,4919,750616,30.8,3.88,0.706,0.809,0.986,0.811,0.805
cell_12298,6433,760026,31.3,4.03,0.709,0.742,0.994,0.835,0.8
cell_12299,4696,649057,30.6,4.34,0.704,0.811,0.981,0.834,0.787
cell_12300,6094,691958,32.1,4.3,0.696,0.745,1.0,0.848,0.789
cell_12301,5243,756994,31.6,4.11,0.697,0.761,1.0,0.825,0.813
cell_12302,5104,678877,32.4,4.04,0.713,0.774,1.0,0.832,0.781
cell_12303,5560,736951,32.1,4.28,0.686,0.803,1.0,0.816,0.79
cell_12304,4559,724846,30.7,4.26,0.709,0.816,1.0,0.802,0.784
cell_12305,4801,721224,32.1,3.94,0.68,0.78,1.0,0.833,0.795
cell_12306,5193,745108,32.4,3.91,0.698,0.779,1.0,0.818,0.783
cell_12307,4469,706909,30.2,4.0,0.675,0.744,0.991,0.8,0.794
cell_12308,5826,656835,31.6,4.3,0.718,0.807,1.0,0.838,0.763
cell_12309,4235,779285,31.2,4.02,0.712,0.742,1.0,0.804,0.774
cell_12310,4647,743616,31.4,4.15,0.696,0.799,1.0,0.828,0.792
cell_12311,4228,680503,31.0,3.99,0.744,0.789,0.993,0.836,0.772
cell_12312,5745,721738,30.2,3.86,0.745,0.8,1.0,0.809,0.796
cell_12313,4362,762899,29.5,4.12,0.711,0.769,0.981,0.828,0.803
cell_12314,4389,725011,32.5,4.13,0.733,0.775,0.981,0.809,0.786
cell_12315,4879,711128,30.7,3.93,0.725,0.767,0.993,0.792,0.817
cell_12316,5859,748911,29.9,3.92,0.742,0.742,1.0,0.847,0.793
cell_12317,5234,726196,32.5,4.03,0.717,0.782,0.987,0.845,0.771
cell_12318,5149,769982,32.1,3.92,0.742,0.752,0.998,0.833,0.784
cell_12319,6111,685163,31.8,4.18,0.742,0.749,0.991,0.837,0.81
cell_12320,4945,695585,30.1,4.23,0.738,0.789,0.986,0.844,0.786
cell_12321,5015,660064,31.3,4.33,0.717,0.808,1.0,0.798,0.801
cell_12322,4572,674692,30.0,4.16,0.686,0.765,0.984,0.791,0.821
cell_12323,5122,653247,29.9,4.15,0.703,0.789,0.992,0.819,0.816
cell_12324,5741,781241,31.7,4.17,0.735,0.795,1.0,0.803,0.76
cell_12325,5644,723323,29.7,4.07,0.717,0.759,0.983,0.824,0.764
cell_12326,4969,713998,29.6,4.15,0.675,0.766,0.987,0.813,0.759
cell_12327,5227,785967,31.0,3.89,0.737,0.773,0.986,0.805,0.777
cell_12328,6149,674787,30.1,4.33,0.69,0.759,1.0,0.83,0.778
cell_12329,4893,694149,29.5,3.89,0.713,0.761,1.0,0.833,0.82
cell_12330,5319,755217,30.9,4.11,0.712,0.794,0.994,0.839,0.769
cell_12331,5338,769797,32.1,4.02,0.704,0.761,1.0,0.812,0.817
cell_12332,5331,743976,31.0,3.86,0.695,0.796,0.996,0.792,0.815
cell_12333,4687,654663,29.7,4.35,0.695,0.796,0.987,0.804,0.759
cell_12334,6540,702409,30.1,3.93,0.693,0.771,1.0,0.834,0.791
cell_12335,5134,729093,31.4,4.17,0.72,0.757,0.999,0.809,0.796
cell_12336,4776,745914,29.5,4.01,0.73,0.801,1.0,0.826,0.789
cell_12337,6025,734352,31.8,4.01,0.698,0.747,0.991,0.819,0.8
cell_12338,5660,713340,31.0,4.08,0.717,0.767,1.0,0.814,0.796
cell_12339,4541,676068,29.9,3.93,0.718,0.81,1.0,0.835,0.793
cell_12340,4621,676630,32.4,4.01,0.716,0.789,0.989,0.837,0.764
cell_12341,5044,717963,31.7,4.33,0.692,0.744,0.993,0.841,0.805
cell_12342,5190,702713,30.1,4.02,0.688,0.746,1.0,0.803,0.765
cell_12343,4395,666899,33.5,3.85,0.687,0.801,0.997,0.813,0.826
cell_12344,4375,716729,31.6,3.91,0.718,0.769,1.0,0.81,0.787
cell_12345,4679,705440,33.6,4.02,0.723,0.796,1.0,0.81,0.831
cell_12346,5113,641968,31.7,3.87,0.714,0.84,0.988,0.815,0.799
cell_12347,5044,679474,33.6,4.12,0.678,0.783,1.0,0.865,0.812
cell_12348,4205,645495,32.7,3.78,0.707,0.778,0.989,0.835,0.807
cell_12349,4403,658754,30.9,4.01,0.678,0.83,0.982,0.845,0.823
cell_12350,4806,704202,32.7,4.04,0.725,0.797,1.0,0.819,0.84
cell_12351,5225,652920,31.8,3.84,0.732,0.832,0.986,0.823,0.812
cell_12352,4425,648134,32.5,3.8,0.676,0.802,1.0,0.846,0.798
cell_12353,4516,742428,30.9,4.05,0.697,0.788,1.0,0.814,0.805
cell_12354,4663,688311,32.9,4.15,0.677,0.819,1.0,0.843,0.805
cell_12355,3623,691254,31.6,3.89,0.673,0.835,0.987,0.851,0.78
cell_12356,5157,735235,32.3,3.77,0.732,0.768,0.99,0.856,0.823
cell_12357,4882,663889,32.3,3.89,0.679,0.773,0.995,0.867,0.838
cell_12358,4736,692769,32.5,3.98,0.705,0.77,1.0,0.815,0.832
cell_12359,4115,638519,30.9,4.08,0.727,0.823,0.992,0.847,0.797
cell_12360,3791,635559,32.5,3.82,0.705,0.76,1.0,0.824,0.814
cell_12361,4622,638371,32.4,4.18,0.706,0.795,0.999,0.834,0.793
cell_12362,4505,705683,31.4,3.94,0.709,0.823,1.0,0.847,0.807
