grid_id,latitude,longitude,zone_name,total_orders,avg_delivery_time_min,avg_order_value,active_restaurants,active_customers,population_density,competitor_count,road_density_km,is_profitable
cell_11290,28.834685,77.100278,Pitampura,170,36,345,11,843,21198,3,3.29,0
cell_11291,28.834685,77.105411,Pitampura,154,33,395,10,695,20446,3,2.97,0
cell_11292,28.834685,77.110544,Pitampura,154,31,338,9,673,19066,3,3.04,0
cell_11293,28.834685,77.115677,Pitampura,163,33,402,12,655,18432,3,2.73,0
cell_11294,28.834685,77.12081,Pitampura,146,31,369,10,848,18239,3,3.32,0
cell_11295,28.834685,77.125943,Pitampura,129,33,380,13,825,19383,3,2.97,0
cell_11296,28.834685,77.131076,Pitampura,177,31,350,11,676,18240,3,3.14,0
cell_11297,28.834685,77.136209,Pitampura,129,35,389,9,616,20764,3,2.82,0
cell_11298,28.834685,77.141342,Pitampura,155,37,386,9,839,20368,3,2.88,0
cell_11299,28.834685,77.146475,Pitampura,188,35,362,10,702,20257,3,3.27,0
cell_11300,28.834685,77.151608,Pitampura,162,34,306,12,647,17412,3,2.88,0
cell_11301,28.834685,77.156741,Pitampura,133,35,399,12,890,19769,3,3.13,0
cell_11302,28.834685,77.161874,Pitampura,168,31,369,13,809,20411,3,3.12,0
cell_11303,28.834685,77.167007,Pitampura,133,36,325,9,682,20828,3,3.23,0
cell_11304,28.834685,77.17214,Pitampura,150,33,325,12,884,18158,3,3.14,0
cell_11305,28.834685,77.177272,Pitampura,186,37,356,10,721,17085,3,2.98,0
cell_11306,28.834685,77.182405,Pitampura,168,31,385,11,876,16762,3,2.76,0
cell_11307,28.834685,77.187538,Pitampura,130,34,313,9,715,18065,4,3.28,0
cell_11308,28.834685,77.192671,Pitampura,136,32,318,13,836,17683,2,3.18,0
cell_11309,28.834685,77.197804,Pitampura,172,31,400,12,848,19929,3,3.35,0
cell_11310,28.834685,77.202937,Pitampura,164,32,330,11,815,19934,3,2.86,0
cell_11311,28.834685,77.20807,Pitampura,157,34,347,9,831,19846,3,3.28,0
cell_11312,28.834685,77.213203,Pitampura,186,35,367,9,649,18662,3,2.79,0
cell_11313,28.834685,77.218336,Pitampura,143,33,389,10,795,19702,3,2.7,0
cell_11314,28.834685,77.223469,Pitampura,129,31,410,12,648,20798,2,2.85,0
cell_11315,28.834685,77.228602,Pitampura,188,37,390,12,888,17503,3,2.77,0
cell_11316,28.834685,77.233735,Pitampura,135,37,368,10,860,18712,3,2.97,0
cell_11317,28.834685,77.238868,Pitampura,144,33,353,11,764,17264,3,3.21,0
cell_11318,28.834685,77.244001,Pitampura,128,36,309,12,863,17121,3,3.0,0
cell_11319,28.834685,77.249134,Pitampura,153,32,322,13,617,18252,3,2.68,0
cell_11320,28.834685,77.254267,Shahdara,155,34,295,8,474,36022,2,2.32,0
cell_11321,28.834685,77.2594,Shahdara,109,38,292,8,553,35868,2,2.42,0
cell_11322,28.834685,77.264533,Shahdara,154,38,232,7,612,29250,2,2.41,0
cell_11323,28.834685,77.269666,Shahdara,138,38,229,6,572,35005,2,2.63,0
cell_11324,28.834685,77.274799,Shahdara,110,36,268,8,612,31458,2,2.31,0
cell_11325,28.834685,77.279932,Shahdara,128,38,295,6,540,36026,2,2.78,0
cell_11326,28.834685,77.285065,Shahdara,125,38,258,7,519,35144,2,2.34,0
cell_11327,28.834685,77.290198,Shahdara,129,35,298,7,440,33420,2,2.43,0
cell_11328,28.834685,77.295331,Shahdara,141,34,269,7,489,33229,2,2.33,0
cell_11329,28.834685,77.300463,Shahdara,148,33,233,6,646,31342,2,2.4,0
cell_11330,28.834685,77.305596,Shahdara,139,33,257,6,532,33265,2,2.49,0
cell_11331,28.834685,77.310729,Shahdara,147,36,291,7,476,30824,2,2.51,0
cell_11332,28.834685,77.315862,Shahdara,108,35,259,8,601,35425,2,2.88,0
cell_11333,28.834685,77.320995,Shahdara,146,34,272,6,441,29136,2,2.34,0
cell_11334,28.834685,77.326128,Shahdara,134,35,226,8,613,36580,2,2.67,0
cell_11335,28.834685,77.331261,Shahdara,153,37,266,8,492,30670,2,2.36,0
cell_11336,28.834685,77.336394,Shahdara,148,34,258,6,639,36246,2,2.5,0
cell_11337,28.834685,77.341527,Shahdara,118,39,226,8,634,31104,2,2.87,0
cell_11338,28.834685,77.34666,Shahdara,138,35,290,7,533,36089,2,2.34,0
cell_11339,28.834685,77.351793,Shahdara,151,35,288,6,618,31878,2,2.54,0
cell_11340,28.834685,77.356926,Shahdara,122,39,280,6,634,34441,2,2.88,0
cell_11341,28.834685,77.362059,Shahdara,111,36,268,8,518,30221,2,2.68,0
cell_11342,28.834685,77.367192,Shahdara,133,36,290,7,552,29257,2,2.31,0
cell_11343,28.834685,77.372325,Shahdara,140,32,240,8,469,32555,2,2.45,0
cell_11344,28.834685,77.377458,Shahdara,154,35,280,8,526,36046,2,2.34,0
cell_11345,28.834685,77.382591,Shahdara,112,38,261,7,567,34162,2,2.61,0
cell_11346,28.834685,77.387724,Shahdara,116,39,232,6,570,35327,2,2.38,0
cell_11347,28.834685,77.392857,Shahdara,129,34,249,8,604,35812,2,2.78,0
cell_11348,28.834685,77.39799,Shahdara,118,33,273,6,495,35130,2,2.65,0
cell_11349,28.839189,76.802566,Rohini,172,36,385,14,821,18986,3,2.87,0
cell_11350,28.839189,76.807699,Rohini,166,34,341,10,727,19500,3,3.2,0
cell_11351,28.839189,76.812832,Rohini,148,34,420,13,898,20981,3,3.24,0
cell_11352,28.839189,76.817965,Rohini,193,37,389,13,729,18942,3,3.09,0
cell_11353,28.839189,76.823098,Rohini,182,36,372,12,915,18721,3,3.13,0
cell_11354,28.839189,76.828231,Rohini,192,35,331,11,903,23338,3,3.57,0
cell_11355,28.839189,76.833364,Rohini,166,32,405,14,798,22264,3,3.12,0
cell_11356,28.839189,76.838497,Rohini,185,34,420,10,952,21911,2,3.47,0
cell_11357,28.839189,76.84363,Rohini,152,37,375,12,928,22464,2,3.11,0
cell_11358,28.839189,76.848763,Rohini,168,36,340,13,802,21638,3,3.46,0
cell_11359,28.839189,76.853896,Rohini,216,37,424,10,730,20723,3,3.5,0
cell_11360,28.839189,76.859029,Rohini,187,32,393,14,916,21449,3,3.08,0
cell_11361,28.839189,76.864162,Rohini,187,33,326,10,873,22262,4,2.97,0
cell_11362,28.839189,76.869295,Rohini,151,35,332,10,873,21382,3,3.44,0
cell_11363,28.839189,76.874428,Rohini,159,35,350,10,878,21587,3,3.41,0
cell_11364,28.839189,76.879561,Rohini,198,33,346,11,743,21275,3,3.23,0
cell_11365,28.839189,76.884694,Rohini,171,34,363,12,657,21072,3,2.9,0
cell_11366,28.839189,76.889827,Rohini,170,38,372,13,856,18560,3,3.06,0
cell_11367,28.839189,76.89496,Rohini,184,38,368,12,887,19781,3,3.23,0
cell_11368,28.839189,76.900093,Rohini,200,35,377,10,960,20968,3,3.56,0
cell_11369,28.839189,76.905226,Rohini,201,35,383,14,769,21608,3,3.28,0
cell_11370,28.839189,76.910359,Rohini,193,34,417,14,931,20869,3,3.54,0
cell_11371,28.839189,76.915492,Rohini,168,37,402,12,923,19754,3,2.94,0
cell_11372,28.839189,76.920625,Rohini,215,33,324,11,931,23035,3,2.99,0
cell_11373,28.839189,76.925757,Rohini,210,35,327,10,852,23243,3,3.03,0
cell_11374,28.839189,76.93089,Rohini,207,32,421,13,656,19671,3,3.21,0
cell_11375,28.839189,76.936023,Rohini,210,36,342,11,751,20858,3,3.32,0
cell_11376,28.839189,76.941156,Rohini,166,32,350,11,710,23135,4,3.35,0
cell_11377,28.839189,76.946289,Rohini,165,38,374,14,766,20841,3,3.26,0
cell_11378,28.839189,76.951422,Rohini,202,33,343,11,823,19574,2,2.92,0
cell_11379,28.839189,76.956555,Rohini,200,32,419,10,779,22855,2,3.31,0
cell_11380,28.839189,76.961688,Rohini,198,34,339,12,907,23016,3,3.23,0
cell_11381,28.839189,76.966821,Rohini,185,34,348,11,655,22938,3,3.32,0
cell_11382,28.839189,76.971954,Rohini,151,34,348,10,669,19586,3,3.52,0
cell_11383,28.839189,76.977087,Rohini,147,34,337,14,797,20393,2,3.25,0
cell_11384,28.839189,76.98222,Rohini,155,38,360,13,917,21533,3,3.1,0
cell_11385,28.839189,76.987353,Rohini,194,36,329,14,747,19984,3,3.0,0
cell_11386,28.839189,76.992486,Rohini,197,34,347,13,807,20876,3,3.44,0
cell_11387,28.839189,76.997619,Rohini,210,34,429,13,780,21184,3,3.37,0
cell_11388,28.839189,77.002752,Rohini,167,37,351,10,797,19041,2,3.58,0
cell_11389,28.839189,77.007885,Rohini,149,32,436,14,771,20091,3,3.51,0
cell_11390,28.839189,77.013018,Rohini,216,38,391,13,693,22777,3,3.45,0
cell_11391,28.839189,77.018151,Rohini,215,33,381,13,797,18727,3,3.23,0
cell_11392,28.839189,77.023284,Rohini,165,36,342,14,675,22094,3,3.18,0
cell_11393,28.839189,77.028417,Rohini,212,32,369,12,798,19373,3,3.16,0
cell_11394,28.839189,77.03355,Rohini,177,36,381,11,775,20126,3,3.28,0
cell_11395,28.839189,77.038683,Rohini,182,38,324,14,924,19408,3,3.36,0
cell_11396,28.839189,77.043816,Rohini,144,37,346,12,698,20124,3,3.31,0
cell_11397,28.839189,77.048949,Rohini,163,35,370,13,745,23173,3,3.32,0
cell_11398,28.839189,77.054081,Rohini,213,32,368,10,776,22562,4,2.95,0
cell_11399,28.839189,77.059214,Rohini,146,36,366,12,671,20767,2,2.91,0
cell_11400,28.839189,77.064347,Rohini,191,38,365,11,742,23002,3,3.56,0
cell_11401,28.839189,77.06948,Rohini,167,33,380,14,701,18711,3,3.39,0
cell_11402,28.839189,77.074613,Rohini,161,36,345,13,699,20607,3,3.58,0
cell_11403,28.839189,77.079746,Rohini,150,36,398,13,910,19127,3,2.93,0
cell_11404,28.839189,77.084879,Rohini,211,34,384,13,755,20877,2,3.0,0
cell_11405,28.839189,77.090012,Rohini,166,36,333,10,865,18801,3,3.36,0
cell_11406,28.839189,77.095145,Rohini,164,35,324,13,855,20524,4,3.5,0
cell_11407,28.839189,77.100278,Pitampura,150,37,330,12,793,19119,3,2.9,0
cell_11408,28.839189,77.105411,Pitampura,192,33,367,12,796,20298,3,2.69,0
cell_11409,28.839189,77.110544,Pitampura,173,32,358,12,778,18371,2,2.81,0
cell_11410,28.839189,77.115677,Pitampura,151,36,396,10,848,19416,3,3.19,0
cell_11411,28.839189,77.12081,Pitampura,153,35,359,9,850,19482,3,2.7,0
cell_11412,28.839189,77.125943,Pitampura,135,37,357,10,844,20956,3,2.98,0
cell_11413,28.839189,77.131076,Pitampura,152,37,344,12,779,18859,3,2.79,0
cell_11414,28.839189,77.136209,Pitampura,166,34,320,12,647,20917,3,2.92,0
cell_11415,28.839189,77.141342,Pitampura,170,32,397,11,856,19629,3,3.0,0
cell_11416,28.839189,77.146475,Pitampura,155,36,349,12,600,17323,2,2.88,0
cell_11417,28.839189,77.151608,Pitampura,173,37,380,10,642,20954,3,2.86,0
cell_11418,28.839189,77.156741,Pitampura,141,32,353,11,779,18337,3,3.16,0
cell_11419,28.839189,77.161874,Pitampura,130,35,309,12,632,18357,3,3.0,0
cell_11420,28.839189,77.167007,Pitampura,180,34,329,11,732,17825,4,2.67,0
cell_11421,28.839189,77.17214,Pitampura,153,33,345,9,739,20569,4,3.29,0
cell_11422,28.839189,77.177272,Pitampura,170,37,361,11,770,20013,3,2.71,0
cell_11423,28.839189,77.182405,Pitampura,132,37,329,9,719,19738,3,2.87,0
cell_11424,28.839189,77.187538,Pitampura,173,36,367,10,631,18681,3,3.06,0
cell_11425,28.839189,77.192671,Pitampura,187,31,321,10,811,20252,3,3.29,0
cell_11426,28.839189,77.197804,Pitampura,187,37,371,10,838,20254,3,3.18,0
cell_11427,28.839189,77.202937,Pitampura,131,32,329,10,705,20342,2,3.1,0
cell_11428,28.839189,77.20807,Pitampura,185,32,395,11,719,16767,3,3.24,0
cell_11429,28.839189,77.213203,Pitampura,155,36,388,12,795,18516,3,2.65,0
cell_11430,28.839189,77.218336,Pitampura,186,31,414,11,898,17671,3,2.85,0
cell_11431,28.839189,77.223469,Pitampura,184,37,329,11,812,20407,3,2.91,0
cell_11432,28.839189,77.228602,Pitampura,159,33,377,9,727,20491,3,2.76,0
cell_11433,28.839189,77.233735,Pitampura,159,36,388,12,682,17304,3,2.67,0
cell_11434,28.839189,77.238868,Pitampura,134,36,317,12,793,17556,3,3.11,0
cell_11435,28.839189,77.244001,Pitampura,139,34,380,12,849,20341,3,2.68,0
cell_11436,28.839189,77.249134,Pitampura,150,32,376,11,787,20967,3,3.31,0
cell_11437,28.839189,77.254267,Shahdara,153,36,233,7,442,36349,2,2.79,0
cell_11438,28.839189,77.2594,Shahdara,126,39,262,7,624,31703,2,2.34,0
cell_11439,28.839189,77.264533,Shahdara,148,36,230,8,486,33454,2,2.7,0
cell_11440,28.839189,77.269666,Shahdara,148,34,263,7,614,35622,2,2.74,0
cell_11441,28.839189,77.274799,Shahdara,114,34,286,8,561,29607,2,2.34,0
cell_11442,28.839189,77.279932,Shahdara,117,40,233,8,554,30705,2,2.69,0
cell_11443,28.839189,77.285065,Shahdara,115,37,259,7,493,34985,2,2.7,0
cell_11444,28.839189,77.290198,Shahdara,138,36,265,6,526,34776,2,2.31,0
cell_11445,28.839189,77.295331,Shahdara,149,39,271,7,652,31012,2,2.49,0
cell_11446,28.839189,77.300463,Shahdara,139,34,226,7,601,35101,2,2.68,0
cell_11447,28.839189,77.305596,Shahdara,109,35,225,6,548,34279,2,2.49,0
cell_11448,28.839189,77.310729,Shahdara,134,34,229,7,586,30911,2,2.48,0
cell_11449,28.839189,77.315862,Shahdara,154,37,272,6,579,33043,2,2.31,0
cell_11450,28.839189,77.320995,Shahdara,152,38,248,8,625,35324,2,2.87,0
cell_11451,28.839189,77.326128,Shahdara,144,39,284,8,480,36229,2,2.64,0
cell_11452,28.839189,77.331261,Shahdara,136,38,229,8,655,30998,2,2.34,0
cell_11453,28.839189,77.336394,Shahdara,106,35,228,7,559,34530,2,2.53,0
cell_11454,28.839189,77.341527,Shahdara,135,33,276,6,541,30319,2,2.3,0
cell_11455,28.839189,77.34666,Shahdara,134,34,251,7,491,36188,2,2.29,0
cell_11456,28.839189,77.351793,Shahdara,142,37,262,8,468,29063,2,2.51,0
cell_11457,28.839189,77.356926,Shahdara,155,35,251,7,607,29517,2,2.82,0
cell_11458,28.839189,77.362059,Shahdara,149,36,264,7,506,32171,2,2.45,0
cell_11459,28.839189,77.367192,Shahdara,152,38,245,7,576,31255,2,2.84,0
cell_11460,28.839189,77.372325,Shahdara,132,34,228,8,618,29406,2,2.38,0
cell_11461,28.839189,77.377458,Shahdara,134,39,231,8,475,29043,2,2.58,0
cell_11462,28.839189,77.382591,Shahdara,136,34,250,8,578,33640,2,2.67,0
cell_11463,28.839189,77.387724,Shahdara,112,39,268,8,539,36343,2,2.66,0
cell_11464,28.839189,77.392857,Shahdara,148,39,242,8,622,36670,2,2.51,0
cell_11465,28.839189,77.39799,Shahdara,108,36,249,6,592,33683,2,2.33,0
cell_11466,28.843694,76.802566,Rohini,204,37,329,14,680,23135,3,3.06,0
cell_11467,28.843694,76.807699,Rohini,161,33,366,11,650,19515,3,3.51,0
cell_11468,28.843694,76.812832,Rohini,152,37,339,12,757,21883,3,3.17,0
cell_11469,28.843694,76.817965,Rohini,162,34,376,11,682,23517,3,2.85,0
cell_11470,28.843694,76.823098,Rohini,200,37,352,13,846,19637,3,3.02,0
cell_11471,28.843694,76.828231,Rohini,201,38,373,14,833,22918,3,2.87,0
cell_11472,28.843694,76.833364,Rohini,151,36,363,12,669,21573,3,2.96,0
cell_11473,28.843694,76.838497,Rohini,188,34,362,11,741,22572,3,3.57,0
cell_11474,28.843694,76.84363,Rohini,157,36,418,14,873,20145,3,3.31,0
cell_11475,28.843694,76.848763,Rohini,166,38,425,13,945,22428,3,2.93,0
cell_11476,28.843694,76.853896,Rohini,153,32,428,11,750,22277,3,2.91,0
cell_11477,28.843694,76.859029,Rohini,156,37,373,12,771,21128,3,3.29,0
cell_11478,28.843694,76.864162,Rohini,154,33,414,13,722,21695,3,3.03,0
cell_11479,28.843694,76.869295,Rohini,183,37,364,11,712,21624,3,3.15,0
cell_11480,28.843694,76.874428,Rohini,187,33,340,14,782,19043,3,3.06,0
cell_11481,28.843694,76.879561,Rohini,152,35,392,13,900,21918,3,3.4,0
cell_11482,28.843694,76.884694,Rohini,152,32,331,10,877,21140,2,3.31,0
cell_11483,28.843694,76.889827,Rohini,174,35,327,11,681,21780,3,3.32,0
cell_11484,28.843694,76.89496,Rohini,168,32,386,12,870,22316,4,2.92,0
cell_11485,28.843694,76.900093,Rohini,145,36,367,10,706,20015,3,3.31,0
cell_11486,28.843694,76.905226,Rohini,188,37,326,12,885,18556,3,3.54,0
cell_11487,28.843694,76.910359,Rohini,197,33,339,10,653,20591,4,2.83,0
cell_11488,28.843694,76.915492,Rohini,191,38,342,10,672,21877,3,2.83,0
cell_11489,28.843694,76.920625,Rohini,187,32,337,12,652,23335,4,3.34,0
cell_11490,28.843694,76.925757,Rohini,162,34,333,11,956,20356,3,3.07,0
cell_11491,28.843694,76.93089,Rohini,188,37,361,13,781,23252,3,2.96,0
cell_11492,28.843694,76.936023,Rohini,202,36,405,14,840,22505,3,3.41,0
cell_11493,28.843694,76.941156,Rohini,175,36,420,14,937,18962,3,3.12,0
cell_11494,28.843694,76.946289,Rohini,191,32,341,11,814,23339,4,2.9,0
cell_11495,28.843694,76.951422,Rohini,171,32,404,13,702,23058,3,3.06,0
cell_11496,28.843694,76.956555,Rohini,195,35,359,11,914,20991,3,3.47,0
cell_11497,28.843694,76.961688,Rohini,169,35,336,11,923,18927,3,3.48,0
cell_11498,28.843694,76.966821,Rohini,158,32,326,10,641,22136,4,3.32,0
cell_11499,28.843694,76.971954,Rohini,208,37,331,10,747,19950,3,3.57,0
cell_11500,28.843694,76.977087,Rohini,214,37,375,12,784,22371,4,3.07,0
cell_11501,28.843694,76.98222,Rohini,159,35,431,14,930,22408,4,3.5,0
cell_11502,28.843694,76.987353,Rohini,210,38,408,13,931,19348,3,2.82,0
cell_11503,28.843694,76.992486,Rohini,154,33,407,13,831,18925,2,3.46,0
cell_11504,28.843694,76.997619,Rohini,166,33,408,10,900,21392,3,3.58,0
cell_11505,28.843694,77.002752,Rohini,209,32,405,12,708,18680,3,3.55,0
cell_11506,28.843694,77.007885,Rohini,180,32,355,13,929,21766,3,3.55,0
cell_11507,28.843694,77.013018,Rohini,156,38,346,11,703,20278,3,3.33,0
cell_11508,28.843694,77.018151,Rohini,161,34,408,14,739,20827,4,2.99,0
cell_11509,28.843694,77.023284,Rohini,206,33,350,12,759,20092,3,3.31,0
cell_11510,28.843694,77.028417,Rohini,208,32,361,10,890,18528,3,3.49,0
cell_11511,28.843694,77.03355,Rohini,189,35,401,11,664,20821,3,3.34,0
cell_11512,28.843694,77.038683,Rohini,206,38,380,10,788,20478,3,3.06,0
cell_11513,28.843694,77.043816,Rohini,173,35,331,13,807,19991,3,2.82,0
cell_11514,28.843694,77.048949,Rohini,156,32,330,10,800,19071,3,3.35,0
cell_11515,28.843694,77.054081,Rohini,161,38,370,10,686,23259,3,3.31,0
cell_11516,28.843694,77.059214,Rohini,172,34,340,10,646,18943,3,3.46,0
cell_11517,28.843694,77.064347,Rohini,199,35,429,11,659,19774,4,2.97,0
cell_11518,28.843694,77.06948,Rohini,156,34,361,14,869,20635,3,3.29,0
cell_11519,28.843694,77.074613,Rohini,209,35,394,13,954,22384,3,3.07,0
cell_11520,28.843694,77.079746,Rohini,194,35,356,11,667,21969,3,3.07,0
cell_11521,28.843694,77.084879,Rohini,194,34,345,13,941,23050,3,2.95,0
cell_11522,28.843694,77.090012,Rohini,214,32,407,12,919,20269,3,3.06,0
cell_11523,28.843694,77.095145,Rohini,182,37,426,10,879,18666,3,3.51,0
cell_11524,28.843694,77.100278,Pitampura,185,34,327,11,865,19020,3,3.06,0
cell_11525,28.843694,77.105411,Pitampura,132,33,400,10,629,16838,3,3.25,0
cell_11526,28.843694,77.110544,Pitampura,177,33,343,10,787,16726,3,3.05,0
cell_11527,28.843694,77.115677,Pitampura,186,32,328,11,738,20603,2,3.0,0
cell_11528,28.843694,77.12081,Pitampura,191,36,320,11,678,21243,3,2.81,0
cell_11529,28.843694,77.125943,Pitampura,181,31,358,11,886,19429,3,3.04,0
cell_11530,28.843694,77.131076,Pitampura,154,36,395,9,612,17722,3,2.78,0
cell_11531,28.843694,77.136209,Pitampura,148,36,343,9,672,18517,3,3.13,0
cell_11532,28.843694,77.141342,Pitampura,165,33,378,9,661,18173,3,2.79,0
cell_11533,28.843694,77.146475,Pitampura,183,36,363,12,718,18523,3,3.07,0
cell_11534,28.843694,77.151608,Pitampura,134,36,395,11,783,21188,3,3.01,0
cell_11535,28.843694,77.156741,Pitampura,146,34,354,12,647,18068,3,3.16,0
cell_11536,28.843694,77.161874,Pitampura,185,33,401,11,701,20642,3,3.29,0
cell_11537,28.843694,77.167007,Pitampura,135,34,326,10,710,17345,3,3.16,0
cell_11538,28.843694,77.17214,Pitampura,191,35,409,11,603,19248,3,2.88,0
cell_11539,28.843694,77.177272,Pitampura,152,31,325,13,634,16748,3,3.16,0
cell_11540,28.843694,77.182405,Pitampura,162,32,400,10,610,21009,3,3.25,0
cell_11541,28.843694,77.187538,Pitampura,142,34,359,12,779,18669,3,2.86,0
cell_11542,28.843694,77.192671,Pitampura,155,36,374,12,659,17012,3,3.28,0
cell_11543,28.843694,77.197804,Pitampura,152,32,389,11,816,17693,3,3.22,0
cell_11544,28.843694,77.202937,Pitampura,168,32,369,10,833,17678,2,2.66,0
cell_11545,28.843694,77.20807,Pitampura,160,32,342,10,847,17892,3,2.97,0
cell_11546,28.843694,77.213203,Pitampura,172,35,414,10,644,18366,3,3.13,0
cell_11547,28.843694,77.218336,Pitampura,190,33,365,10,821,17998,4,2.92,0
cell_11548,28.843694,77.223469,Pitampura,167,33,372,13,623,21268,3,2.88,0
cell_11549,28.843694,77.228602,Pitampura,180,35,313,10,610,18765,3,2.67,0
cell_11550,28.843694,77.233735,Pitampura,189,33,404,11,615,20806,3,3.23,0
cell_11551,28.843694,77.238868,Pitampura,175,37,395,13,859,20583,3,3.35,0
cell_11552,28.843694,77.244001,Pitampura,169,33,350,11,671,17573,3,3.29,0
cell_11553,28.843694,77.249134,Pitampura,164,32,396,11,892,20525,4,3.1,0
cell_11554,28.843694,77.254267,Shahdara,115,33,228,6,545,34356,2,2.68,0
cell_11555,28.843694,77.2594,Shahdara,121,33,226,8,511,31065,2,2.87,0
cell_11556,28.843694,77.264533,Shahdara,156,37,283,6,635,33565,2,2.43,0
cell_11557,28.843694,77.269666,Shahdara,137,36,258,6,555,31077,2,2.32,0
cell_11558,28.843694,77.274799,Shahdara,152,39,285,6,516,36058,2,2.81,0
cell_11559,28.843694,77.279932,Shahdara,111,35,248,8,474,30880,2,2.63,0
cell_11560,28.843694,77.285065,Shahdara,136,34,255,8,593,31292,2,2.69,0
cell_11561,28.843694,77.290198,Shahdara,154,36,235,6,492,35218,2,2.45,0
cell_11562,28.843694,77.295331,Shahdara,123,36,268,8,632,33711,2,2.75,0
cell_11563,28.843694,77.300463,Shahdara,145,38,230,7,450,34151,2,2.29,0
cell_11564,28.843694,77.305596,Shahdara,139,35,256,7,597,30548,2,2.64,0
cell_11565,28.843694,77.310729,Shahdara,117,37,249,8,527,31875,2,2.65,0
cell_11566,28.843694,77.315862,Shahdara,144,34,288,7,628,35039,2,2.4,0
cell_11567,28.843694,77.320995,Shahdara,150,39,266,6,512,34136,2,2.3,0
cell_11568,28.843694,77.326128,Shahdara,104,35,269,8,478,31479,2,2.48,0
cell_11569,28.843694,77.331261,Shahdara,115,37,267,8,616,32686,2,2.68,0
cell_11570,28.843694,77.336394,Shahdara,133,37,289,7,562,33652,2,2.55,0
cell_11571,28.843694,77.341527,Shahdara,151,36,294,8,563,34141,2,2.71,0
cell_11572,28.843694,77.34666,Shahdara,134,39,277,7,474,35245,2,2.84,0
cell_11573,28.843694,77.351793,Shahdara,141,35,235,6,506,30326,2,2.66,0
cell_11574,28.843694,77.356926,Shahdara,129,35,260,8,569,35391,2,2.85,0
cell_11575,28.843694,77.362059,Shahdara,111,36,269,6,597,33385,2,2.58,0
cell_11576,28.843694,77.367192,Shahdara,147,38,280,8,564,34182,2,2.38,0
cell_11577,28.843694,77.372325,Shahdara,143,33,286,7,650,30390,2,2.3,0
cell_11578,28.843694,77.377458,Shahdara,114,33,249,6,487,34649,2,2.56,0
cell_11579,28.843694,77.382591,Shahdara,126,33,280,7,577,30634,2,2.39,0
cell_11580,28.843694,77.387724,Shahdara,133,39,279,6,525,30720,2,2.86,0
cell_11581,28.843694,77.392857,Shahdara,127,40,277,8,600,36114,2,2.91,0
cell_11582,28.843694,77.39799,Shahdara,114,37,251,8,488,33528,2,2.62,0
cell_11583,28.848198,76.802566,Rohini,159,37,411,12,893,20984,3,3.42,0
cell_11584,28.848198,76.807699,Rohini,216,38,399,14,938,23145,3,3.3,0
cell_11585,28.848198,76.812832,Rohini,164,33,366,10,676,19781,3,3.12,0
cell_11586,28.848198,76.817965,Rohini,206,35,421,13,860,20771,4,3.31,0
cell_11587,28.848198,76.823098,Rohini,161,37,432,12,949,19647,3,2.84,0
cell_11588,28.848198,76.828231,Rohini,191,34,423,13,944,23115,3,3.2,0
cell_11589,28.848198,76.833364,Rohini,156,33,377,13,641,23346,3,3.4,0
cell_11590,28.848198,76.838497,Rohini,172,32,394,13,879,21823,3,3.07,0
cell_11591,28.848198,76.84363,Rohini,192,35,342,14,902,21733,2,2.91,0
